Domain	Phylum	Class	Order	Family	Genus	Species	tax_id	tax_level	21hA_minus_num	21hA_minus_frac	21hA_plus_num	21hA_plus_frac	21hB_minus_num	21hB_minus_frac	21hB_plus_num	21hB_plus_frac	21hC_minus_num	21hC_minus_frac	21hC_plus_num	21hC_plus_frac	4hA_minus_num	4hA_minus_frac	4hA_plus_num	4hA_plus_frac	4hB_minus_num	4hB_minus_frac	4hB_plus_num	4hB_plus_frac	4hC_minus_num	4hC_minus_frac	4hC_plus_num	4hC_plus_frac	SYTO_10_num	SYTO_10_frac	SYTO_11_num	SYTO_11_frac	SYTO_12_num	SYTO_12_frac	SYTO_13_num	SYTO_13_frac	SYTO_14_num	SYTO_14_frac	SYTO_15_num	SYTO_15_frac	SYTO_16_num	SYTO_16_frac	SYTO_17_num	SYTO_17_frac	SYTO_18_num	SYTO_18_frac	SYTO_1_num	SYTO_1_frac	SYTO_2_num	SYTO_2_frac	SYTO_3_num	SYTO_3_frac	SYTO_4_num	SYTO_4_frac	SYTO_5_num	SYTO_5_frac	SYTO_6_num	SYTO_6_frac	SYTO_7_num	SYTO_7_frac	SYTO_8_num	SYTO_8_frac	SYTO_9_num	SYTO_9_frac	Total_A_num	Total_A_frac	Total_B_num	Total_B_frac	Total_C_num	Total_C_frac
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium chubuense	1800	S	1754	0.00012	2674	0.00032	262	0.00003	1081	0.00015	1901	0.00025	3624	0.00031	3014	0.0003	4219	0.00039	2469	0.00009	2078	0.00027	1529	0.0001	3258	0.00022	2150	0.00008	1718	0.0001	2902	0.0001	1380	0.0001	1195	0.00009	1704	0.00014	1783	0.0001	1149	0.00008	299	0.00031	3650	0.00012	1555	0.00017	2786	0.00011	734	0.00005	617	0.00004	706	0.00004	1311	0.00009	761	0.0001	3189	0.00008	29910	0.00053	40445	0.00056	23750	0.00045
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium chitae	1792	S	626	0.00004	782	0.00009	203	0.00002	274	0.00004	635	0.00008	993	0.00009	1215	0.00012	1499	0.00014	910	0.00003	561	0.00007	573	0.00004	949	0.00006	846	0.00003	588	0.00003	1349	0.00005	470	0.00004	447	0.00003	591	0.00005	814	0.00005	615	0.00004	94	0.0001	1626	0.00005	581	0.00006	1243	0.00005	182	0.00001	272	0.00002	455	0.00002	569	0.00004	347	0.00004	1537	0.00004	10478	0.00019	13318	0.00019	8007	0.00015
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium aurum	1791	S	593	0.00004	731	0.00009	122	0.00001	135	0.00002	488	0.00006	1053	0.00009	835	0.00008	668	0.00006	859	0.00003	386	0.00005	357	0.00002	583	0.00004	694	0.00003	544	0.00003	903	0.00003	481	0.00004	510	0.00004	389	0.00003	534	0.00003	419	0.00003	80	0.00008	1126	0.00004	386	0.00004	859	0.00003	165	0.00001	228	0.00002	234	0.00001	524	0.00004	254	0.00003	1045	0.00003	7438	0.00013	10227	0.00014	6066	0.00011
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium monacense	85693	S	667	0.00005	1014	0.00012	116	0.00001	486	0.00007	494	0.00007	1324	0.00011	1061	0.00011	1602	0.00015	1017	0.00004	433	0.00006	559	0.00004	872	0.00006	847	0.00003	626	0.00004	1209	0.00004	529	0.00004	511	0.00004	681	0.00006	648	0.00004	455	0.00003	94	0.0001	1346	0.00004	521	0.00006	971	0.00004	286	0.00002	267	0.00002	397	0.00002	578	0.00004	321	0.00004	1542	0.00004	10691	0.00019	14404	0.0002	8248	0.00016
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium gadium	1794	S	568	0.00004	407	0.00005	87	0.00001	260	0.00004	380	0.00005	999	0.00009	812	0.00008	1460	0.00013	539	0.00002	420	0.00005	276	0.00002	635	0.00004	548	0.00002	437	0.00003	742	0.00003	300	0.00002	344	0.00003	361	0.00003	506	0.00003	366	0.00003	72	0.00007	1229	0.00004	416	0.00004	758	0.00003	163	0.00001	186	0.00001	215	0.00001	496	0.00003	257	0.00003	825	0.00002	6083	0.00011	8004	0.00011	4768	0.00009
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium rhodesiae	36814	S	622	0.00004	704	0.00008	155	0.00002	182	0.00003	457	0.00006	1104	0.00009	1011	0.0001	1233	0.00011	916	0.00003	431	0.00006	493	0.00003	1026	0.00007	564	0.00002	454	0.00003	781	0.00003	317	0.00002	499	0.00004	516	0.00004	586	0.00003	446	0.00003	58	0.00006	1060	0.00004	341	0.00004	846	0.00003	170	0.00001	241	0.00002	291	0.00001	444	0.00003	183	0.00002	1037	0.00003	7325	0.00013	9509	0.00013	5599	0.00011
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium pulveris	36813	S	566	0.00004	518	0.00006	100	0.00001	180	0.00003	366	0.00005	1036	0.00009	842	0.00008	1451	0.00013	1039	0.00004	472	0.00006	409	0.00003	742	0.00005	901	0.00003	619	0.00004	1279	0.00004	541	0.00004	561	0.00004	580	0.00005	776	0.00004	558	0.00004	73	0.00007	1617	0.00005	584	0.00006	1039	0.00004	291	0.00002	251	0.00002	409	0.00002	629	0.00004	390	0.00005	1412	0.00004	7784	0.00014	9608	0.00013	5948	0.00011
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium tokaiense	39695	S	560	0.00004	574	0.00007	112	0.00001	249	0.00004	480	0.00006	860	0.00007	813	0.00008	996	0.00009	1232	0.00004	403	0.00005	440	0.00003	579	0.00004	820	0.00003	561	0.00003	1230	0.00004	466	0.00003	486	0.00004	426	0.00004	701	0.00004	492	0.00003	65	0.00007	1297	0.00004	426	0.00005	796	0.00003	263	0.00002	292	0.00002	388	0.00002	549	0.00004	360	0.00005	1180	0.00003	7963	0.00014	10357	0.00014	6242	0.00012
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium hassiacum	46351	S	585	0.00004	960	0.00011	117	0.00001	403	0.00006	696	0.00009	1548	0.00013	1416	0.00014	1200	0.00011	1246	0.00004	553	0.00007	672	0.00004	1586	0.00011	884	0.00003	630	0.00004	1282	0.00004	653	0.00005	576	0.00004	681	0.00006	803	0.00005	486	0.00003	73	0.00007	1751	0.00006	513	0.00006	1143	0.00004	252	0.00002	289	0.00002	317	0.00002	572	0.00004	403	0.00005	1508	0.00004	10459	0.00019	14026	0.00019	8236	0.00016
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium arabiense	1286181	S	551	0.00004	874	0.0001	145	0.00001	467	0.00007	557	0.00007	1109	0.0001	1190	0.00012	1724	0.00016	1322	0.00005	626	0.00008	499	0.00003	1539	0.0001	948	0.00003	725	0.00004	1444	0.00005	449	0.00003	583	0.00004	497	0.00004	716	0.00004	614	0.00004	79	0.00008	1760	0.00006	547	0.00006	1111	0.00004	416	0.00003	409	0.00003	551	0.00003	645	0.00004	384	0.00005	1465	0.00004	12433	0.00022	14637	0.0002	8560	0.00016
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium baixiangningiae	2761578	S	534	0.00004	601	0.00007	121	0.00001	342	0.00005	507	0.00007	847	0.00007	867	0.00009	1184	0.00011	1044	0.00004	591	0.00008	466	0.00003	974	0.00007	818	0.00003	476	0.00003	1202	0.00004	452	0.00003	532	0.00004	408	0.00003	705	0.00004	564	0.00004	82	0.00008	1146	0.00004	427	0.00005	808	0.00003	263	0.00002	263	0.00002	371	0.00002	529	0.00004	351	0.00005	1093	0.00003	8514	0.00015	11033	0.00015	6571	0.00012
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium phocaicum	319706	S	604	0.00004	993	0.00012	112	0.00001	271	0.00004	884	0.00012	1474	0.00013	1058	0.00011	1757	0.00016	1221	0.00004	472	0.00006	587	0.00004	1064	0.00007	919	0.00003	655	0.00004	1340	0.00005	457	0.00003	535	0.00004	502	0.00004	829	0.00005	584	0.00004	107	0.00011	1646	0.00005	539	0.00006	1310	0.00005	298	0.00002	359	0.00003	358	0.00002	700	0.00005	351	0.00005	1626	0.00004	10739	0.00019	14940	0.00021	8630	0.00016
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium boenickei	146017	S	560	0.00004	750	0.00009	65	0.00001	493	0.00007	866	0.00011	1642	0.00014	983	0.0001	2111	0.0002	901	0.00003	438	0.00006	362	0.00002	879	0.00006	723	0.00003	532	0.00003	937	0.00003	406	0.00003	386	0.00003	370	0.00003	643	0.00004	438	0.00003	110	0.00011	1098	0.00004	437	0.00005	891	0.00003	171	0.00001	244	0.00002	300	0.00002	601	0.00004	269	0.00003	1053	0.00003	12388	0.00022	15828	0.00022	9327	0.00018
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium gilvum	1804	S	605	0.00004	754	0.00009	58	0.00001	496	0.00007	549	0.00007	1339	0.00011	1350	0.00014	1702	0.00016	1038	0.00004	547	0.00007	518	0.00003	980	0.00007	882	0.00003	611	0.00004	1391	0.00005	629	0.00005	576	0.00004	616	0.00005	813	0.00005	519	0.00004	90	0.00009	1794	0.00006	657	0.00007	1431	0.00006	356	0.00003	387	0.00003	430	0.00002	639	0.00004	383	0.00005	1596	0.00004	10538	0.00019	14144	0.0002	8212	0.00016
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium moriokaense	39691	S	472	0.00003	653	0.00008	85	0.00001	144	0.00002	306	0.00004	987	0.00008	490	0.00005	645	0.00006	759	0.00003	414	0.00005	281	0.00002	715	0.00005	557	0.00002	406	0.00002	894	0.00003	342	0.00003	295	0.00002	482	0.00004	630	0.00004	427	0.00003	51	0.00005	906	0.00003	266	0.00003	620	0.00002	160	0.00001	171	0.00001	309	0.00002	360	0.00002	228	0.00003	1108	0.00003	6855	0.00012	9074	0.00013	5388	0.0001
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium mengxianglii	2736649	S	469	0.00003	359	0.00004	94	0.00001	109	0.00002	517	0.00007	693	0.00006	729	0.00007	1064	0.0001	933	0.00003	381	0.00005	390	0.00002	568	0.00004	599	0.00002	344	0.00002	885	0.00003	423	0.00003	391	0.00003	343	0.00003	544	0.00003	336	0.00002	37	0.00004	935	0.00003	284	0.00003	654	0.00003	198	0.00001	257	0.00002	250	0.00001	374	0.00003	197	0.00003	703	0.00002	6202	0.00011	8351	0.00012	5033	0.0001
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium confluentis	28047	S	470	0.00003	578	0.00007	87	0.00001	219	0.00003	446	0.00006	1082	0.00009	642	0.00006	739	0.00007	1166	0.00004	373	0.00005	401	0.00003	641	0.00004	627	0.00002	476	0.00003	767	0.00003	433	0.00003	405	0.00003	468	0.00004	669	0.00004	446	0.00003	69	0.00007	1148	0.00004	492	0.00005	762	0.00003	207	0.00002	269	0.00002	362	0.00002	411	0.00003	287	0.00004	1114	0.00003	6904	0.00012	9456	0.00013	5452	0.0001
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium insubricum	444597	S	517	0.00004	1100	0.00013	121	0.00001	165	0.00002	615	0.00008	1131	0.0001	984	0.0001	1324	0.00012	1248	0.00004	492	0.00006	417	0.00003	1173	0.00008	852	0.00003	587	0.00003	1129	0.00004	467	0.00003	454	0.00003	565	0.00005	652	0.00004	442	0.00003	69	0.00007	1398	0.00005	500	0.00005	875	0.00003	255	0.00002	246	0.00002	402	0.00002	688	0.00005	328	0.00004	1457	0.00004	7932	0.00014	10862	0.00015	6293	0.00012
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium celeriflavum	1249101	S	468	0.00003	515	0.00006	48	0	107	0.00002	415	0.00005	1086	0.00009	676	0.00007	1109	0.0001	767	0.00003	403	0.00005	355	0.00002	1148	0.00008	662	0.00002	465	0.00003	883	0.00003	436	0.00003	358	0.00003	499	0.00004	584	0.00003	398	0.00003	76	0.00008	1454	0.00005	376	0.00004	842	0.00003	259	0.00002	205	0.00001	247	0.00001	399	0.00003	247	0.00003	1045	0.00003	7674	0.00014	9397	0.00013	5544	0.0001
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium anyangense	1431246	S	422	0.00003	632	0.00008	45	0	305	0.00004	508	0.00007	1082	0.00009	668	0.00007	830	0.00008	440	0.00002	522	0.00007	300	0.00002	783	0.00005	664	0.00002	424	0.00002	844	0.00003	350	0.00003	320	0.00002	326	0.00003	520	0.00003	368	0.00003	58	0.00006	1071	0.00004	406	0.00004	812	0.00003	223	0.00002	215	0.00002	263	0.00001	465	0.00003	195	0.00003	949	0.00002	6144	0.00011	8316	0.00012	4894	0.00009
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium aichiense	1799	S	418	0.00003	362	0.00004	43	0	224	0.00003	409	0.00005	585	0.00005	623	0.00006	630	0.00006	716	0.00003	267	0.00003	253	0.00002	768	0.00005	593	0.00002	440	0.00003	675	0.00002	361	0.00003	371	0.00003	329	0.00003	511	0.00003	349	0.00002	60	0.00006	953	0.00003	296	0.00003	686	0.00003	206	0.00002	217	0.00002	372	0.00002	377	0.00003	258	0.00003	785	0.00002	5916	0.0001	7903	0.00011	4738	0.00009
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium helvum	1534349	S	384	0.00003	382	0.00005	101	0.00001	91	0.00001	429	0.00006	662	0.00006	927	0.00009	691	0.00006	717	0.00003	325	0.00004	408	0.00003	392	0.00003	574	0.00002	430	0.00003	778	0.00003	255	0.00002	345	0.00003	479	0.00004	465	0.00003	362	0.00003	46	0.00005	819	0.00003	268	0.00003	694	0.00003	214	0.00002	193	0.00001	316	0.00002	363	0.00003	207	0.00003	959	0.00003	5106	0.00009	6721	0.00009	4056	0.00008
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium mucogenicum	56689	S	327	0.00002	467	0.00006	93	0.00001	214	0.00003	403	0.00005	563	0.00005	429	0.00004	758	0.00007	580	0.00002	413	0.00005	304	0.00002	411	0.00003	458	0.00002	357	0.00002	741	0.00003	354	0.00003	289	0.00002	284	0.00002	466	0.00003	407	0.00003	65	0.00007	943	0.00003	316	0.00003	713	0.00003	143	0.00001	125	0.00001	211	0.00001	377	0.00003	196	0.00003	1117	0.00003	5720	0.0001	8117	0.00011	4673	0.00009
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycobacterium doricum	126673	S	317	0.00002	391	0.00005	62	0.00001	68	0.00001	349	0.00005	500	0.00004	422	0.00004	747	0.00007	544	0.00002	233	0.00003	258	0.00002	297	0.00002	430	0.00002	369	0.00002	662	0.00002	293	0.00002	287	0.00002	310	0.00003	331	0.00002	303	0.00002	54	0.00006	874	0.00003	180	0.00002	495	0.00002	119	0.00001	138	0.00001	200	0.00001	391	0.00003	217	0.00003	762	0.00002	5530	0.0001	7215	0.0001	4181	0.00008
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium alvei	67081	S	333	0.00002	565	0.00007	49	0	354	0.00005	376	0.00005	701	0.00006	552	0.00006	1195	0.00011	672	0.00002	247	0.00003	340	0.00002	174	0.00001	479	0.00002	333	0.00002	569	0.00002	317	0.00002	283	0.00002	249	0.00002	401	0.00002	263	0.00002	40	0.00004	759	0.00003	270	0.00003	487	0.00002	165	0.00001	135	0.00001	231	0.00001	342	0.00002	184	0.00002	779	0.00002	4260	0.00008	5788	0.00008	3339	0.00006
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium sarraceniae	1534348	S	257	0.00002	220	0.00003	89	0.00001	127	0.00002	261	0.00003	610	0.00005	465	0.00005	654	0.00006	380	0.00001	116	0.00001	162	0.00001	496	0.00003	319	0.00001	205	0.00001	410	0.00001	253	0.00002	177	0.00001	282	0.00002	335	0.00002	224	0.00002	26	0.00003	530	0.00002	112	0.00001	410	0.00002	102	0.00001	131	0.00001	232	0.00001	290	0.00002	104	0.00001	580	0.00002	3789	0.00007	5163	0.00007	3125	0.00006
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium septicum	98668	S	190	0.00001	308	0.00004	57	0.00001	157	0.00002	221	0.00003	359	0.00003	303	0.00003	140	0.00001	488	0.00002	183	0.00002	149	0.00001	294	0.00002	225	0.00001	208	0.00001	432	0.00001	185	0.00001	170	0.00001	165	0.00001	220	0.00001	166	0.00001	39	0.00004	501	0.00002	182	0.00002	300	0.00001	94	0.00001	135	0.00001	143	0.00001	154	0.00001	101	0.00001	377	0.00001	3735	0.00007	4996	0.00007	2974	0.00006
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium vanbaalenii	110539	S	278	0.00002	275	0.00003	24	0	479	0.00007	1012	0.00013	2305	0.0002	1184	0.00012	1172	0.00011	455	0.00002	172	0.00002	183	0.00001	85	0.00001	150	0.00001	121	0.00001	187	0.00001	127	0.00001	97	0.00001	162	0.00001	68	0	83	0.00001	71	0.00007	253	0.00001	108	0.00001	183	0.00001	97	0.00001	91	0.00001	77	0	121	0.00001	83	0.00001	226	0.00001	13120	0.00023	16925	0.00024	9796	0.00019
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium farcinogenes	1802	S	344	0.00002	238	0.00003	11	0	258	0.00004	511	0.00007	1092	0.00009	747	0.00008	1339	0.00012	731	0.00003	296	0.00004	434	0.00003	330	0.00002	639	0.00002	412	0.00002	844	0.00003	359	0.00003	279	0.00002	533	0.00004	310	0.00002	203	0.00001	81	0.00008	1035	0.00003	270	0.00003	943	0.00004	395	0.00003	256	0.00002	303	0.00002	295	0.00002	327	0.00004	897	0.00002	7108	0.00013	9274	0.00013	5403	0.0001
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium nivoides	2487344	S	98	0.00001	156	0.00002	14	0	48	0.00001	38	0.00001	243	0.00002	305	0.00003	574	0.00005	90	0	53	0.00001	90	0.00001	161	0.00001	82	0	102	0.00001	99	0	56	0	22	0	98	0.00001	77	0	53	0	16	0.00002	151	0	18	0	76	0	24	0	18	0	54	0	69	0	58	0.00001	108	0	2997	0.00005	3709	0.00005	2282	0.00004
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. IDR2000157661	2867005	S	628	0.00004	726	0.00009	107	0.00001	281	0.00004	579	0.00008	996	0.00009	575	0.00006	1379	0.00013	987	0.00003	415	0.00005	472	0.00003	1202	0.00008	774	0.00003	480	0.00003	1022	0.00003	433	0.00003	448	0.00003	535	0.00004	665	0.00004	465	0.00003	66	0.00007	1290	0.00004	465	0.00005	1114	0.00004	241	0.00002	330	0.00002	439	0.00002	566	0.00004	269	0.00003	1167	0.00003	8047	0.00014	10404	0.00014	6108	0.00012
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. YC-RL4	1682113	S	738	0.00005	658	0.00008	92	0.00001	446	0.00006	503	0.00007	1275	0.00011	1139	0.00011	1435	0.00013	1067	0.00004	534	0.00007	586	0.00004	875	0.00006	892	0.00003	529	0.00003	1020	0.00003	470	0.00004	433	0.00003	508	0.00004	699	0.00004	517	0.00004	104	0.00011	1794	0.00006	463	0.00005	1196	0.00005	342	0.00003	388	0.00003	323	0.00002	680	0.00005	326	0.00004	1486	0.00004	9033	0.00016	11885	0.00017	7117	0.00013
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. DL592	2675524	S	467	0.00003	583	0.00007	109	0.00001	275	0.00004	550	0.00007	904	0.00008	743	0.00007	1031	0.0001	693	0.00002	488	0.00006	396	0.00002	981	0.00007	641	0.00002	480	0.00003	980	0.00003	428	0.00003	351	0.00003	486	0.00004	604	0.00003	392	0.00003	55	0.00006	1307	0.00004	345	0.00004	678	0.00003	232	0.00002	191	0.00001	355	0.00002	440	0.00003	249	0.00003	1358	0.00004	6268	0.00011	8027	0.00011	4975	0.00009
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. JS623	212767	S	421	0.00003	590	0.00007	101	0.00001	400	0.00006	521	0.00007	1004	0.00009	936	0.00009	827	0.00008	900	0.00003	348	0.00004	419	0.00003	878	0.00006	566	0.00002	468	0.00003	825	0.00003	436	0.00003	526	0.00004	357	0.00003	677	0.00004	485	0.00003	79	0.00008	1112	0.00004	345	0.00004	844	0.00003	260	0.00002	237	0.00002	337	0.00002	493	0.00003	231	0.00003	1218	0.00003	6575	0.00012	8923	0.00012	5218	0.0001
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. EPa45	1545728	S	408	0.00003	393	0.00005	72	0.00001	200	0.00003	392	0.00005	735	0.00006	747	0.00008	815	0.00008	725	0.00003	305	0.00004	231	0.00001	936	0.00006	510	0.00002	368	0.00002	649	0.00002	332	0.00002	365	0.00003	290	0.00002	465	0.00003	388	0.00003	64	0.00007	813	0.00003	287	0.00003	753	0.00003	158	0.00001	202	0.00001	252	0.00001	266	0.00002	202	0.00003	781	0.00002	5682	0.0001	7366	0.0001	4446	0.00008
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. 'sulfur cave'	2943498	S	381	0.00003	361	0.00004	45	0	186	0.00003	301	0.00004	535	0.00005	638	0.00006	985	0.00009	760	0.00003	256	0.00003	258	0.00002	494	0.00003	321	0.00001	280	0.00002	605	0.00002	290	0.00002	285	0.00002	386	0.00003	393	0.00002	274	0.00002	46	0.00005	620	0.00002	204	0.00002	552	0.00002	113	0.00001	149	0.00001	196	0.00001	367	0.00003	198	0.00003	850	0.00002	4362	0.00008	5864	0.00008	3358	0.00006
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. MS1601	1936029	S	398	0.00003	448	0.00005	120	0.00001	91	0.00001	709	0.00009	855	0.00007	644	0.00006	640	0.00006	876	0.00003	328	0.00004	462	0.00003	531	0.00004	726	0.00003	416	0.00002	714	0.00002	419	0.00003	312	0.00002	351	0.00003	573	0.00003	334	0.00002	62	0.00006	1206	0.00004	351	0.00004	777	0.00003	281	0.00002	288	0.00002	265	0.00001	437	0.00003	286	0.00004	1093	0.00003	5839	0.0001	7903	0.00011	4720	0.00009
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. DL440	2675523	S	292	0.00002	330	0.00004	96	0.00001	169	0.00002	228	0.00003	358	0.00003	356	0.00004	351	0.00003	912	0.00003	228	0.00003	263	0.00002	438	0.00003	649	0.00002	447	0.00003	783	0.00003	452	0.00003	417	0.00003	394	0.00003	532	0.00003	217	0.00002	47	0.00005	1046	0.00003	302	0.00003	779	0.00003	369	0.00003	348	0.00003	389	0.00002	428	0.00003	241	0.00003	1011	0.00003	4094	0.00007	5540	0.00008	3174	0.00006
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. WY10	1920667	S	325	0.00002	722	0.00009	98	0.00001	426	0.00006	456	0.00006	729	0.00006	563	0.00006	550	0.00005	530	0.00002	223	0.00003	389	0.00002	407	0.00003	517	0.00002	244	0.00001	368	0.00001	182	0.00001	183	0.00001	228	0.00002	251	0.00001	217	0.00002	24	0.00002	919	0.00003	269	0.00003	670	0.00003	92	0.00001	108	0.00001	173	0.00001	155	0.00001	108	0.00001	594	0.00002	3525	0.00006	4808	0.00007	2677	0.00005
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. 20KCMC460	2903536	S	374	0.00003	8	0	0	0	0	0	193	0.00003	630	0.00005	372	0.00004	0	0	612	0.00002	184	0.00002	100	0.00001	0	0	423	0.00002	150	0.00001	605	0.00002	177	0.00001	99	0.00001	381	0.00003	404	0.00002	346	0.00002	0	0	825	0.00003	303	0.00003	523	0.00002	243	0.00002	276	0.00002	222	0.00001	386	0.00003	167	0.00002	910	0.00002	3999	0.00007	5721	0.00008	2978	0.00006
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. MOTT36Y	1168287	S	168	0.00001	0	0	0	0	0	0	0	0	597	0.00005	174	0.00002	0	0	137	0	40	0.00001	100	0.00001	0	0	128	0	57	0	199	0.00001	245	0.00002	54	0	41	0	121	0.00001	59	0	25	0.00003	244	0.00001	162	0.00002	202	0.00001	27	0	0	0	28	0	54	0	31	0	373	0.00001	2875	0.00005	3896	0.00005	2032	0.00004
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. PYR15	2051552	S	104	0.00001	1091	0.00013	0	0	58	0.00001	89	0.00001	18	0	13	0	1207	0.00011	83	0	199	0.00003	102	0.00001	2177	0.00015	477	0.00002	98	0.00001	394	0.00001	130	0.00001	118	0.00001	15	0	187	0.00001	131	0.00001	100	0.0001	775	0.00003	126	0.00001	353	0.00001	54	0	122	0.00001	217	0.00001	82	0.00001	0	0	255	0.00001	3573	0.00006	4113	0.00006	2298	0.00004
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium saskatchewanense	220927	S	633	0.00004	906	0.00011	152	0.00001	293	0.00004	639	0.00008	1193	0.0001	1233	0.00012	1500	0.00014	1151	0.00004	673	0.00009	401	0.00003	1348	0.00009	839	0.00003	567	0.00003	1181	0.00004	590	0.00004	560	0.00004	533	0.00004	635	0.00004	572	0.00004	89	0.00009	1488	0.00005	422	0.00005	939	0.00004	222	0.00002	278	0.00002	312	0.00002	593	0.00004	332	0.00004	1427	0.00004	9234	0.00016	11972	0.00017	7078	0.00013
